Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SC0,01/02/2023,Celtic,Livingston,3,0,H
SC0,01/02/2023,Motherwell,ST Johnstone,0,2,A
SC0,01/02/2023,Heart Of Midlothian,Rangers,0,3,A
SC0,01/02/2023,Aberdeen,ST Mirren,1,3,A
SC0,01/02/2023,Kilmarnock,Dundee Utd,1,0,H
SC0,01/04/2023,ST Johnstone,Aberdeen,0,1,A
SC0,01/04/2023,Rangers,Dundee Utd,2,0,H
SC0,01/04/2023,ST Mirren,Livingston,3,0,H
SC0,01/04/2023,Kilmarnock,Heart Of Midlothian,2,1,H
SC0,01/04/2023,Hibernian,Motherwell,1,3,A
SC0,01/06/2023,Partick,Ross County,2,0,H
SC0,01/10/2022,Dundee Utd,ST Johnstone,1,2,A
SC0,01/10/2022,Ross County,Hibernian,0,2,A
SC0,01/10/2022,Aberdeen,Kilmarnock,4,1,H
SC0,01/10/2022,ST Mirren,Livingston,2,1,H
SC0,01/10/2022,Celtic,Motherwell,2,1,H
SC0,01/10/2022,Heart Of Midlothian,Rangers,0,4,A
SC0,02/01/2023,Livingston,Motherwell,1,1,D
SC0,02/01/2023,Heart Of Midlothian,Hibernian,3,0,H
SC0,02/01/2023,Aberdeen,Ross County,0,0,D
SC0,02/01/2023,Kilmarnock,ST Mirren,0,0,D
SC0,02/01/2023,Rangers,Celtic,2,2,D
SC0,02/01/2023,ST Johnstone,Dundee Utd,0,1,A
SC0,02/04/2023,Ross County,Celtic,0,2,A
SC0,03/09/2022,Motherwell,Dundee Utd,0,0,D
SC0,03/09/2022,Ross County,Aberdeen,1,1,D
SC0,03/09/2022,ST Johnstone,ST Mirren,3,0,H
SC0,03/09/2022,Celtic,Rangers,4,0,H
SC0,03/09/2022,Hibernian,Kilmarnock,1,0,H
SC0,03/09/2022,Livingston,Heart Of Midlothian,1,0,H
SC0,04/02/2023,Heart Of Midlothian,Dundee Utd,3,1,H
SC0,04/02/2023,Livingston,Kilmarnock,3,1,H
SC0,04/02/2023,Rangers,Ross County,2,1,H
SC0,04/02/2023,Aberdeen,Motherwell,3,1,H
SC0,04/02/2023,ST Mirren,Hibernian,0,1,A
SC0,04/03/2023,Dundee Utd,Aberdeen,1,3,A
SC0,04/03/2023,Heart Of Midlothian,ST Johnstone,3,0,H
SC0,04/03/2023,Livingston,Hibernian,1,4,A
SC0,04/03/2023,Rangers,Kilmarnock,3,1,H
SC0,04/03/2023,Ross County,Motherwell,0,2,A
SC0,04/10/2022,Ross County,Motherwell,0,5,A
SC0,04/11/2022,Kilmarnock,Livingston,2,3,A
SC0,04/11/2022,Aberdeen,Hibernian,4,1,H
SC0,05/02/2023,ST Johnstone,Celtic,1,4,A
SC0,05/03/2023,ST Mirren,Celtic,1,5,A
SC0,05/10/2022,Kilmarnock,ST Johnstone,2,1,H
SC0,05/11/2022,Celtic,Dundee Utd,4,2,H
SC0,05/11/2022,Ross County,ST Mirren,3,2,H
SC0,06/05/2023,Hibernian,ST Mirren,2,1,H
SC0,06/05/2023,Motherwell,Kilmarnock,2,0,H
SC0,06/05/2023,Ross County,Livingston,2,0,H
SC0,06/05/2023,ST Johnstone,Dundee Utd,1,0,H
SC0,06/08/2022,Motherwell,ST Johnstone,1,2,A
SC0,06/08/2022,Ross County,Celtic,1,3,A
SC0,06/08/2022,Rangers,Kilmarnock,2,0,H
SC0,06/08/2022,Aberdeen,ST Mirren,4,1,H
SC0,06/11/2022,ST Johnstone,Rangers,2,1,H
SC0,06/11/2022,Heart Of Midlothian,Motherwell,3,2,H
SC0,07/01/2023,ST Mirren,Heart Of Midlothian,1,1,D
SC0,07/01/2023,Celtic,Kilmarnock,2,0,H
SC0,07/01/2023,Aberdeen,ST Johnstone,2,0,H
SC0,07/01/2023,Ross County,Livingston,0,2,A
SC0,07/05/2023,Rangers,Aberdeen,1,0,H
SC0,07/05/2023,Heart Of Midlothian,Celtic,0,2,A
SC0,07/08/2022,Dundee Utd,Livingston,0,1,A
SC0,07/08/2022,Hibernian,Heart Of Midlothian,1,1,D
SC0,08/01/2023,Motherwell,Hibernian,2,3,A
SC0,08/01/2023,Dundee Utd,Rangers,0,2,A
SC0,08/03/2023,Celtic,Heart Of Midlothian,3,1,H
SC0,08/03/2023,Hibernian,Rangers,1,4,A
SC0,08/03/2023,Livingston,Dundee Utd,1,1,D
SC0,08/04/2023,Aberdeen,Kilmarnock,2,0,H
SC0,08/04/2023,Celtic,Rangers,3,2,H
SC0,08/04/2023,Heart Of Midlothian,ST Mirren,0,2,A
SC0,08/04/2023,Motherwell,Livingston,3,0,H
SC0,08/04/2023,ST Johnstone,Ross County,0,2,A
SC0,08/10/2022,Livingston,Ross County,0,1,A
SC0,08/10/2022,Hibernian,Motherwell,1,0,H
SC0,08/10/2022,Dundee Utd,Aberdeen,4,0,H
SC0,08/10/2022,Rangers,ST Mirren,4,0,H
SC0,08/10/2022,ST Johnstone,Celtic,1,2,A
SC0,08/11/2022,Hibernian,Ross County,0,2,A
SC0,08/11/2022,Livingston,Aberdeen,2,1,H
SC0,09/04/2023,Dundee Utd,Hibernian,2,1,H
SC0,09/05/2023,Partick,Queen's Park,4,3,H
SC0,09/10/2022,Kilmarnock,Heart Of Midlothian,2,2,D
SC0,09/11/2022,Motherwell,Celtic,1,2,A
SC0,09/11/2022,Rangers,Heart Of Midlothian,1,0,H
SC0,09/11/2022,Dundee Utd,Kilmarnock,4,0,H
SC0,09/11/2022,ST Mirren,ST Johnstone,2,2,D
SC0,11/10/2022,Dundee Utd,Hibernian,1,0,H
SC0,12/05/2023,Queen's Park,Partick,0,4,A
SC0,12/11/2022,ST Mirren,Rangers,1,1,D
SC0,12/11/2022,Kilmarnock,Hibernian,1,0,H
SC0,12/11/2022,Heart Of Midlothian,Livingston,1,1,D
SC0,12/11/2022,ST Johnstone,Motherwell,1,1,D
SC0,12/11/2022,Aberdeen,Dundee Utd,1,0,H
SC0,12/11/2022,Celtic,Ross County,2,1,H
SC0,13/01/2023,Heart Of Midlothian,ST Mirren,1,0,H
SC0,13/05/2023,Dundee Utd,Ross County,1,3,A
SC0,13/05/2023,ST Johnstone,Motherwell,0,2,A
SC0,13/05/2023,Aberdeen,Hibernian,0,0,D
SC0,13/05/2023,ST Mirren,Heart Of Midlothian,2,2,D
SC0,13/05/2023,Kilmarnock,Livingston,2,0,H
SC0,13/05/2023,Rangers,Celtic,3,0,H
SC0,13/08/2022,ST Mirren,Ross County,1,0,H
SC0,13/08/2022,Aberdeen,Motherwell,2,3,A
SC0,13/08/2022,Livingston,Hibernian,2,1,H
SC0,13/08/2022,Rangers,ST Johnstone,4,0,H
SC0,14/01/2023,Motherwell,Ross County,1,1,D
SC0,14/01/2023,ST Johnstone,Livingston,2,4,A
SC0,14/01/2023,Hibernian,Dundee Utd,2,2,D
SC0,14/04/2023,Ross County,Aberdeen,0,1,A
SC0,14/08/2022,Heart Of Midlothian,Dundee Utd,4,1,H
SC0,14/08/2022,Kilmarnock,Celtic,0,5,A
SC0,15/02/2023,Motherwell,ST Mirren,2,1,H
SC0,15/04/2023,Hibernian,Heart Of Midlothian,1,0,H
SC0,15/04/2023,Livingston,ST Johnstone,2,0,H
SC0,15/04/2023,Motherwell,Dundee Utd,1,2,A
SC0,15/04/2023,Rangers,ST Mirren,5,2,H
SC0,15/10/2022,ST Mirren,Kilmarnock,0,0,D
SC0,15/10/2022,Livingston,ST Johnstone,1,0,H
SC0,15/10/2022,Ross County,Dundee Utd,1,1,D
SC0,15/10/2022,Celtic,Hibernian,6,1,H
SC0,15/12/2022,Rangers,Hibernian,3,2,H
SC0,16/04/2023,Kilmarnock,Celtic,1,4,A
SC0,16/10/2022,Motherwell,Rangers,1,2,A
SC0,16/10/2022,Aberdeen,Heart Of Midlothian,2,0,H
SC0,17/09/2022,Livingston,Kilmarnock,1,0,H
SC0,17/09/2022,Hibernian,Aberdeen,3,1,H
SC0,17/09/2022,ST Johnstone,Ross County,0,0,D
SC0,17/09/2022,Rangers,Dundee Utd,2,1,H
SC0,17/12/2022,Ross County,ST Johnstone,1,2,A
SC0,17/12/2022,Heart Of Midlothian,Kilmarnock,3,1,H
SC0,17/12/2022,Aberdeen,Celtic,0,1,A
SC0,18/01/2023,Celtic,ST Mirren,4,0,H
SC0,18/01/2023,Kilmarnock,Rangers,2,3,A
SC0,18/01/2023,Heart Of Midlothian,Aberdeen,5,0,H
SC0,18/02/2023,Dundee Utd,ST Johnstone,1,2,A
SC0,18/02/2023,Livingston,Rangers,0,3,A
SC0,18/02/2023,ST Mirren,Ross County,1,0,H
SC0,18/02/2023,Hibernian,Kilmarnock,2,0,H
SC0,18/02/2023,Celtic,Aberdeen,4,0,H
SC0,18/03/2023,Aberdeen,Heart Of Midlothian,3,0,H
SC0,18/03/2023,Motherwell,Rangers,2,4,A
SC0,18/03/2023,Livingston,Ross County,2,1,H
SC0,18/03/2023,Dundee Utd,ST Mirren,1,1,D
SC0,18/03/2023,Kilmarnock,ST Johnstone,1,1,D
SC0,18/03/2023,Celtic,Hibernian,3,1,H
SC0,18/09/2022,Motherwell,Heart Of Midlothian,0,3,A
SC0,18/09/2022,ST Mirren,Celtic,2,0,H
SC0,19/02/2023,Motherwell,Heart Of Midlothian,2,0,H
SC0,19/05/2023,Partick,Ayr Utd,3,0,H
SC0,20/05/2023,Heart Of Midlothian,Aberdeen,2,1,H
SC0,20/05/2023,Celtic,ST Mirren,2,2,D
SC0,20/05/2023,Kilmarnock,ST Johnstone,0,1,A
SC0,20/05/2023,Livingston,Dundee Utd,2,1,H
SC0,20/05/2023,Motherwell,Ross County,1,0,H
SC0,20/08/2022,Ross County,Kilmarnock,1,0,H
SC0,20/08/2022,ST Johnstone,Aberdeen,0,1,A
SC0,20/08/2022,Motherwell,Livingston,1,0,H
SC0,20/08/2022,Hibernian,Rangers,2,2,D
SC0,20/08/2022,Dundee Utd,ST Mirren,0,3,A
SC0,20/12/2022,Aberdeen,Rangers,2,3,A
SC0,21/05/2023,Hibernian,Rangers,1,3,A
SC0,21/08/2022,Celtic,Heart Of Midlothian,2,0,H
SC0,21/10/2022,Hibernian,ST Johnstone,1,2,A
SC0,21/12/2022,Celtic,Livingston,2,1,H
SC0,22/04/2023,Heart Of Midlothian,Ross County,6,1,H
