Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
EC,01/01/2014,Hyde United,Macclesfield,0,3,A
EC,01/01/2014,Alfreton Town,Wrexham,1,0,H
EC,01/01/2014,FC Halifax Town,Gateshead,3,3,D
EC,01/01/2014,Grimsby,Lincoln,1,1,D
EC,01/01/2014,Luton,Barnet,2,1,H
EC,01/02/2014,Lincoln,FC Halifax Town,3,1,H
EC,01/02/2014,Chester,Welling United,1,3,A
EC,01/02/2014,Gateshead,Kidderminster,3,1,H
EC,01/02/2014,Salisbury City,Nuneaton Town,2,1,H
EC,01/03/2014,Cambridge,Kidderminster,5,1,H
EC,01/03/2014,Hereford United,Wrexham,0,2,A
EC,01/03/2014,Braintree,Hyde United,2,1,H
EC,01/03/2014,Southport,Dartford,3,0,H
EC,01/03/2014,Gateshead,Forest Green,1,1,D
EC,01/03/2014,Luton,Alfreton Town,3,0,H
EC,01/03/2014,Aldershot,Lincoln,2,3,A
EC,01/03/2014,Barnet,Woking,1,3,A
EC,01/03/2014,Grimsby,Salisbury City,2,0,H
EC,01/03/2014,Welling United,Macclesfield,1,0,H
EC,01/03/2014,Chester,Nuneaton Town,3,3,D
EC,01/03/2014,FC Halifax Town,Tamworth,2,0,H
EC,01/04/2014,Macclesfield,Cambridge,0,1,A
EC,01/04/2014,Southport,Braintree,0,4,A
EC,01/04/2014,Woking,Forest Green,2,1,H
EC,01/04/2014,Wrexham,Grimsby,0,1,A
EC,01/04/2014,Dartford,Luton,1,2,A
EC,02/11/2013,Welling United,Lincoln,1,0,H
EC,02/11/2013,Tamworth,Braintree,0,0,D
EC,02/11/2013,Hyde United,Nuneaton Town,2,2,D
EC,02/11/2013,Alfreton Town,FC Halifax Town,3,0,H
EC,02/11/2013,Woking,Grimsby,1,2,A
EC,02/11/2013,Southport,Cambridge,1,0,H
EC,02/11/2013,Barnet,Kidderminster,1,0,H
EC,02/11/2013,Forest Green,Dartford,1,0,H
EC,02/11/2013,Macclesfield,Wrexham,3,2,H
EC,02/11/2013,Chester,Aldershot,1,1,D
EC,02/11/2013,Gateshead,Luton,0,0,D
EC,03/02/2014,Woking,Hereford United,3,0,H
EC,03/04/2014,FC Halifax Town,Braintree,0,0,D
EC,04/01/2014,Gateshead,Hyde United,4,0,H
EC,04/01/2014,Lincoln,Luton,0,0,D
EC,04/01/2014,Tamworth,FC Halifax Town,2,0,H
EC,04/01/2014,Wrexham,Aldershot,2,1,H
EC,04/01/2014,Southport,Nuneaton Town,1,0,H
EC,04/01/2014,Barnet,Alfreton Town,1,0,H
EC,04/02/2014,Lincoln,Nuneaton Town,1,2,A
EC,04/02/2014,Macclesfield,Chester,3,2,H
EC,04/02/2014,FC Halifax Town,Salisbury City,5,1,H
EC,05/04/2014,Braintree,Salisbury City,0,1,A
EC,05/04/2014,Gateshead,Tamworth,5,0,H
EC,05/04/2014,Wrexham,Macclesfield,1,0,H
EC,05/04/2014,Alfreton Town,Welling United,2,2,D
EC,05/04/2014,Kidderminster,Grimsby,0,1,A
EC,05/04/2014,Hereford United,Woking,0,2,A
EC,05/04/2014,Nuneaton Town,FC Halifax Town,0,1,A
EC,05/04/2014,Luton,Aldershot,1,0,H
EC,05/04/2014,Chester,Hyde United,3,2,H
EC,05/04/2014,Lincoln,Dartford,0,0,D
EC,05/04/2014,Cambridge,Southport,3,1,H
EC,05/04/2014,Barnet,Forest Green,2,1,H
