Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SP2,01/02/2020,Extremadura,Lugo,1,0,H
SP2,01/02/2020,Ponferradina,Huesca,3,1,H
SP2,01/02/2020,Elche,Malaga,2,0,H
SP2,01/02/2020,Deportivo La Coruna,Las Palmas,2,1,H
SP2,01/03/2020,Elche,Numancia,2,0,H
SP2,01/03/2020,Oviedo,Tenerife,1,0,H
SP2,01/03/2020,Fuenlabrada,Alcorcon,3,4,A
SP2,01/03/2020,Deportivo La Coruna,Lugo,0,0,D
SP2,01/03/2020,Mirandes,Girona,1,1,D
SP2,01/07/2020,Oviedo,Mirandes,1,0,H
SP2,01/07/2020,Almeria,Sporting Gijon,1,0,H
SP2,01/07/2020,Extremadura,Racing Santander,3,1,H
SP2,01/07/2020,Ponferradina,Fuenlabrada,0,3,A
SP2,01/07/2020,Lugo,Numancia,3,1,H
SP2,01/09/2019,Girona,Malaga,1,0,H
SP2,01/09/2019,Sporting Gijon,Albacete,2,0,H
SP2,01/09/2019,Rayo Vallecano,Deportivo La Coruna,3,1,H
SP2,01/09/2019,Lugo,Alcorcon,2,4,A
SP2,01/09/2019,Cadiz,Extremadura,2,1,H
SP2,01/09/2019,Ponferradina,Tenerife,4,0,H
SP2,01/10/2019,Numancia,Fuenlabrada,1,0,H
SP2,01/10/2019,Albacete,Racing Santander,0,0,D
SP2,01/10/2019,Extremadura,Elche,2,0,H
SP2,01/10/2019,Rayo Vallecano,Alcorcon,1,1,D
SP2,01/11/2019,Numancia,Albacete,1,0,H
SP2,01/11/2019,Cadiz,Sporting Gijon,3,1,H
SP2,01/11/2019,Ponferradina,Malaga,1,0,H
SP2,01/11/2019,Oviedo,Almeria,0,0,D
SP2,01/12/2019,Fuenlabrada,Cadiz,1,0,H
SP2,01/12/2019,Oviedo,Rayo Vallecano,2,1,H
SP2,01/12/2019,Extremadura,Las Palmas,0,1,A
SP2,01/12/2019,Elche,Racing Santander,2,0,H
SP2,01/12/2019,Lugo,Deportivo La Coruna,0,0,D
SP2,02/02/2020,Numancia,Almeria,1,1,D
SP2,02/02/2020,Fuenlabrada,Girona,0,1,A
SP2,02/02/2020,Cadiz,Zaragoza,1,1,D
SP2,02/02/2020,Mirandes,Rayo Vallecano,0,0,D
SP2,02/02/2020,Oviedo,Albacete,3,1,H
SP2,02/02/2020,Racing Santander,Alcorcon,1,1,D
SP2,02/07/2020,Rayo Vallecano,Malaga,0,0,D
SP2,02/07/2020,Albacete,Alcorcon,1,1,D
SP2,02/07/2020,Huesca,Las Palmas,1,0,H
SP2,02/10/2019,Tenerife,Oviedo,0,1,A
SP2,02/10/2019,Ponferradina,Las Palmas,0,2,A
SP2,02/10/2019,Mirandes,Lugo,1,1,D
SP2,02/10/2019,Cadiz,Huesca,1,0,H
SP2,02/11/2019,Fuenlabrada,Deportivo La Coruna,1,1,D
SP2,02/11/2019,Alcorcon,Racing Santander,1,0,H
SP2,02/11/2019,Tenerife,Huesca,0,0,D
SP2,03/01/2020,Extremadura,Alcorcon,0,0,D
SP2,03/07/2020,Girona,Zaragoza,1,0,H
SP2,03/10/2019,Sporting Gijon,Almeria,4,2,H
SP2,03/10/2019,Zaragoza,Malaga,2,2,D
SP2,03/10/2019,Girona,Deportivo La Coruna,3,1,H
SP2,03/11/2019,Elche,Mirandes,4,2,H
SP2,03/11/2019,Zaragoza,Las Palmas,3,0,H
SP2,03/11/2019,Extremadura,Girona,1,3,A
SP2,03/11/2019,Lugo,Rayo Vallecano,1,0,H
SP2,04/01/2020,Fuenlabrada,Las Palmas,0,0,D
SP2,04/01/2020,Ponferradina,Cadiz,0,0,D
SP2,04/01/2020,Mirandes,Racing Santander,0,0,D
SP2,04/01/2020,Tenerife,Albacete,4,2,H
SP2,04/01/2020,Elche,Huesca,1,1,D
SP2,04/01/2020,Lugo,Almeria,0,4,A
SP2,04/07/2020,Fuenlabrada,Mirandes,2,2,D
SP2,04/07/2020,Cadiz,Oviedo,2,0,H
SP2,04/07/2020,Almeria,Tenerife,1,2,A
SP2,04/07/2020,Racing Santander,Elche,1,2,A
SP2,04/07/2020,Numancia,Extremadura,1,0,H
SP2,04/10/2019,Alcorcon,Albacete,0,1,A
SP2,05/01/2020,Numancia,Deportivo La Coruna,0,1,A
