Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
I2,01/05/2018,Carpi,Empoli,0,0,D
I2,01/05/2018,Virtus Entella,Ascoli,1,1,D
I2,01/05/2018,Cremonese,Novara,1,1,D
I2,01/05/2018,PRO Vercelli,Venezia,0,2,A
I2,01/05/2018,Pescara,Cesena,0,0,D
I2,01/05/2018,Foggia,Spezia,2,1,H
I2,01/05/2018,Parma,Ternana,2,0,H
I2,01/05/2018,Brescia,Frosinone,1,2,A
I2,01/05/2018,Avellino,Cittadella,0,2,A
I2,01/05/2018,Perugia,Salernitana,1,1,D
I2,01/10/2017,Foggia,Novara,2,2,D
I2,02/02/2018,Empoli,Palermo,4,0,H
I2,02/04/2018,Foggia,Empoli,0,3,A
I2,02/04/2018,Avellino,Bari,1,2,A
I2,02/04/2018,Carpi,Venezia,0,0,D
I2,02/04/2018,Parma,Palermo,3,2,H
I2,02/09/2017,Brescia,Palermo,0,0,D
I2,02/10/2017,Frosinone,Cremonese,0,0,D
I2,02/12/2017,Palermo,Venezia,0,0,D
I2,02/12/2017,Pescara,Ternana,3,3,D
I2,02/12/2017,Parma,PRO Vercelli,3,0,H
I2,02/12/2017,Foggia,Cittadella,1,3,A
I2,02/12/2017,Cremonese,Spezia,1,0,H
I2,02/12/2017,Brescia,Salernitana,2,0,H
I2,02/12/2017,Novara,Empoli,1,1,D
I2,02/12/2017,Frosinone,Cesena,3,3,D
I2,03/02/2018,Venezia,Bari,3,1,H
I2,03/02/2018,Frosinone,Pescara,3,0,H
I2,03/02/2018,Perugia,Cittadella,1,3,A
I2,03/02/2018,Foggia,Avellino,2,1,H
I2,03/02/2018,Novara,Ascoli,1,2,A
I2,03/02/2018,Brescia,Parma,2,1,H
I2,03/02/2018,Salernitana,Carpi,1,2,A
I2,03/02/2018,Cremonese,PRO Vercelli,2,3,A
I2,03/03/2018,Ascoli,Salernitana,1,3,A
I2,03/03/2018,Cittadella,Pescara,2,0,H
I2,03/03/2018,Frosinone,Novara,1,0,H
I2,03/03/2018,Ternana,Cremonese,2,1,H
I2,03/03/2018,Spezia,Cesena,1,2,A
I2,03/04/2018,Brescia,Virtus Entella,0,0,D
I2,03/04/2018,PRO Vercelli,Perugia,0,2,A
I2,03/06/2018,Venezia,Perugia,3,0,H
I2,03/09/2017,Empoli,Bari,3,2,H
I2,03/09/2017,Ascoli,PRO Vercelli,1,0,H
I2,03/09/2017,Cesena,Venezia,0,0,D
I2,03/09/2017,Frosinone,Cittadella,2,1,H
I2,03/09/2017,Novara,Parma,0,1,A
I2,03/09/2017,Spezia,Carpi,0,1,A
I2,03/09/2017,Foggia,Virtus Entella,1,1,D
I2,03/09/2017,Perugia,Pescara,4,2,H
I2,03/09/2017,Cremonese,Avellino,3,1,H
I2,03/10/2017,Ternana,Brescia,1,1,D
I2,03/11/2017,Pescara,Palermo,2,2,D
I2,03/12/2017,Avellino,Carpi,1,1,D
