Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
N1,01/04/2012,Ajax,Heracles,6,0,H
N1,01/04/2012,Vitesse,AZ Alkmaar,2,2,D
N1,01/04/2012,Waalwijk,ADO Den Haag,1,0,H
N1,01/04/2012,NEC Nijmegen,De Graafschap,2,0,H
N1,01/10/2011,Utrecht,Waalwijk,3,0,H
N1,01/10/2011,Vitesse,Heerenveen,1,1,D
N1,01/10/2011,Roda,NAC Breda,4,3,H
N1,02/05/2012,De Graafschap,Excelsior,2,2,D
N1,02/05/2012,PSV Eindhoven,ADO Den Haag,5,0,H
N1,02/05/2012,Ajax,VVV Venlo,2,0,H
N1,02/05/2012,Feyenoord,Heracles,4,1,H
N1,02/05/2012,NEC Nijmegen,AZ Alkmaar,1,1,D
N1,02/05/2012,Twente,Heerenveen,3,4,A
N1,02/05/2012,Waalwijk,Roda,5,2,H
N1,02/05/2012,Groningen,NAC Breda,1,1,D
N1,02/05/2012,Utrecht,Vitesse,2,2,D
N1,02/10/2011,Twente,Excelsior,2,2,D
N1,02/10/2011,VVV Venlo,AZ Alkmaar,1,3,A
N1,02/10/2011,Groningen,Ajax,1,0,H
N1,02/10/2011,Feyenoord,ADO Den Haag,0,3,A
N1,02/10/2011,NEC Nijmegen,PSV Eindhoven,0,2,A
N1,02/12/2011,Heracles,VVV Venlo,7,0,H
N1,03/02/2012,Heerenveen,Roda,4,3,H
N1,03/03/2012,ADO Den Haag,Heerenveen,0,0,D
N1,03/03/2012,VVV Venlo,NAC Breda,2,1,H
N1,03/03/2012,Waalwijk,Excelsior,1,0,H
N1,03/03/2012,AZ Alkmaar,Heracles,3,1,H
N1,03/12/2011,ADO Den Haag,NAC Breda,3,0,H
N1,03/12/2011,Groningen,NEC Nijmegen,3,3,D
N1,03/12/2011,De Graafschap,Roda,1,2,A
N1,03/12/2011,Ajax,Excelsior,4,1,H
N1,04/02/2012,Vitesse,NAC Breda,1,0,H
N1,04/02/2012,Excelsior,VVV Venlo,3,1,H
N1,04/03/2012,Vitesse,De Graafschap,2,0,H
N1,04/03/2012,Ajax,Roda,4,1,H
N1,04/03/2012,PSV Eindhoven,Twente,2,6,A
N1,04/03/2012,Utrecht,NEC Nijmegen,0,0,D
N1,04/03/2012,Feyenoord,Groningen,1,0,H
N1,04/11/2011,VVV Venlo,Excelsior,0,0,D
N1,04/12/2011,Vitesse,Waalwijk,4,0,H
N1,04/12/2011,Heerenveen,AZ Alkmaar,5,1,H
N1,04/12/2011,Feyenoord,PSV Eindhoven,2,0,H
N1,04/12/2011,Utrecht,Twente,2,6,A
N1,05/02/2012,Ajax,Utrecht,0,2,A
N1,05/02/2012,Heracles,PSV Eindhoven,1,1,D
N1,05/02/2012,NEC Nijmegen,Feyenoord,0,2,A
N1,05/02/2012,Groningen,Waalwijk,0,3,A
N1,05/08/2011,Excelsior,Feyenoord,0,2,A
N1,05/11/2011,Feyenoord,NEC Nijmegen,0,1,A
N1,05/11/2011,NAC Breda,Vitesse,1,0,H
N1,05/11/2011,Roda,Heerenveen,1,2,A
N1,05/11/2011,Waalwijk,Groningen,1,1,D
N1,06/05/2012,NAC Breda,Waalwijk,3,2,H
N1,06/05/2012,VVV Venlo,Twente,4,2,H
N1,06/05/2012,ADO Den Haag,De Graafschap,3,5,A
N1,06/05/2012,Excelsior,PSV Eindhoven,1,3,A
N1,06/05/2012,AZ Alkmaar,Groningen,1,0,H
N1,06/05/2012,Vitesse,Ajax,1,3,A
N1,06/05/2012,Roda,Utrecht,1,3,A
N1,06/05/2012,Heerenveen,Feyenoord,2,3,A
N1,06/05/2012,Heracles,NEC Nijmegen,1,2,A
N1,06/08/2011,Roda,Groningen,2,1,H
N1,06/08/2011,VVV Venlo,Utrecht,0,0,D
N1,06/08/2011,Waalwijk,Heracles,2,2,D
N1,06/08/2011,Heerenveen,NEC Nijmegen,2,2,D
N1,06/11/2011,Utrecht,Ajax,6,4,H
N1,06/11/2011,Twente,De Graafschap,4,0,H
N1,06/11/2011,AZ Alkmaar,ADO Den Haag,3,0,H
N1,06/11/2011,PSV Eindhoven,Heracles,4,1,H
N1,07/08/2011,De Graafschap,Ajax,1,4,A
N1,07/08/2011,NAC Breda,Twente,0,1,A
N1,07/08/2011,AZ Alkmaar,PSV Eindhoven,3,1,H
N1,07/08/2011,ADO Den Haag,Vitesse,0,0,D
N1,07/12/2011,Excelsior,AZ Alkmaar,0,0,D
N1,08/02/2012,ADO Den Haag,AZ Alkmaar,0,6,A
N1,09/03/2012,Roda,VVV Venlo,3,1,H
N1,09/12/2011,ADO Den Haag,Heracles,2,0,H
N1,10/02/2012,Twente,Heracles,2,3,A
N1,10/03/2012,Heerenveen,Excelsior,4,2,H
N1,10/03/2012,Groningen,Vitesse,1,3,A
N1,10/03/2012,Heracles,ADO Den Haag,0,2,A
N1,10/04/2012,Excelsior,NEC Nijmegen,0,2,A
N1,10/05/2012,Waalwijk,Twente,1,1,D
N1,10/05/2012,NEC Nijmegen,Vitesse,3,2,H
N1,10/09/2011,Heracles,Ajax,2,3,A
N1,10/09/2011,AZ Alkmaar,Vitesse,4,0,H
N1,10/09/2011,De Graafschap,NEC Nijmegen,1,0,H
N1,10/09/2011,ADO Den Haag,Waalwijk,0,1,A
N1,10/09/2011,Roda,Twente,2,1,H
N1,10/12/2011,Twente,NEC Nijmegen,2,0,H
N1,10/12/2011,AZ Alkmaar,De Graafschap,4,0,H
N1,10/12/2011,PSV Eindhoven,NAC Breda,1,0,H
N1,10/12/2011,Excelsior,Heerenveen,0,5,A
N1,11/02/2012,AZ Alkmaar,Excelsior,2,0,H
N1,11/02/2012,VVV Venlo,Groningen,2,0,H
N1,11/02/2012,Roda,NEC Nijmegen,1,0,H
N1,11/02/2012,NAC Breda,Ajax,0,2,A
N1,11/03/2012,Ajax,Waalwijk,3,0,H
N1,11/03/2012,Feyenoord,Utrecht,1,1,D
N1,11/03/2012,NEC Nijmegen,Twente,3,1,H
N1,11/03/2012,NAC Breda,PSV Eindhoven,3,1,H
N1,11/03/2012,De Graafschap,AZ Alkmaar,0,2,A
N1,11/04/2012,Roda,Feyenoord,0,0,D
N1,11/04/2012,Heerenveen,Ajax,0,5,A
N1,11/04/2012,NAC Breda,Heracles,1,2,A
N1,11/04/2012,AZ Alkmaar,Twente,2,2,D
N1,11/04/2012,Waalwijk,PSV Eindhoven,2,1,H
N1,11/09/2011,Excelsior,Utrecht,2,3,A
N1,11/09/2011,VVV Venlo,PSV Eindhoven,3,3,D
N1,11/09/2011,Heerenveen,Groningen,3,0,H
N1,11/09/2011,NAC Breda,Feyenoord,1,3,A
N1,11/12/2011,Utrecht,Feyenoord,2,2,D
N1,11/12/2011,VVV Venlo,Roda,2,0,H
N1,11/12/2011,Vitesse,Groningen,0,0,D
