Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
B1,01/02/2024,KV Mechelen,Anderlecht,2,2,D
B1,01/02/2024,St. Truiden,Gent,4,1,H
B1,01/03/2024,KVC Westerlo,Charleroi,0,1,A
B1,01/04/2024,Genk,Union St. Gilloise,1,0,H
B1,01/04/2024,Cercle Brugge,Club Brugge KV,1,1,D
B1,01/09/2023,OH Leuven,Kortrijk,3,0,H
B1,01/10/2023,RWDM,Gent,1,1,D
B1,01/10/2023,Club Brugge KV,St. Truiden,1,1,D
B1,01/10/2023,Genk,KVC Westerlo,3,3,D
B1,01/10/2023,Union St. Gilloise,Charleroi,3,1,H
B1,01/12/2023,KVC Westerlo,Anderlecht,1,3,A
B1,02/03/2024,Standard Liege,Gent,4,2,H
B1,02/03/2024,Cercle Brugge,KV Mechelen,2,3,A
B1,02/03/2024,OH Leuven,Union St. Gilloise,0,2,A
B1,02/06/2024,Genk,Gent,0,1,A
B1,02/09/2023,KV Mechelen,AS Eupen,1,0,H
B1,02/09/2023,Cercle Brugge,KVC Westerlo,2,1,H
B1,02/09/2023,Standard Liege,RWDM,1,1,D
B1,02/12/2023,RWDM,Charleroi,0,0,D
B1,02/12/2023,Antwerp,OH Leuven,1,0,H
B1,02/12/2023,AS Eupen,Kortrijk,1,1,D
B1,03/02/2024,KVC Westerlo,OH Leuven,0,3,A
B1,03/02/2024,Kortrijk,Charleroi,1,0,H
B1,03/02/2024,Genk,Union St. Gilloise,0,1,A
B1,03/02/2024,RWDM,Standard Liege,2,2,D
B1,03/03/2024,Genk,Club Brugge KV,0,3,A
B1,03/03/2024,Antwerp,St. Truiden,3,0,H
B1,03/03/2024,Anderlecht,AS Eupen,1,0,H
B1,03/03/2024,Kortrijk,RWDM,3,2,H
B1,03/05/2024,KVC Westerlo,St. Truiden,2,2,D
B1,03/09/2023,Genk,Anderlecht,1,1,D
B1,03/09/2023,Union St. Gilloise,Antwerp,2,2,D
B1,03/09/2023,Gent,Club Brugge KV,2,1,H
B1,03/09/2023,Charleroi,St. Truiden,1,1,D
B1,03/11/2023,St. Truiden,AS Eupen,1,1,D
B1,03/12/2023,Genk,Gent,2,2,D
B1,03/12/2023,Union St. Gilloise,Cercle Brugge,2,1,H
B1,03/12/2023,KV Mechelen,St. Truiden,0,2,A
B1,03/12/2023,Club Brugge KV,Standard Liege,2,0,H
B1,04/02/2024,Antwerp,Club Brugge KV,2,1,H
B1,04/02/2024,AS Eupen,KV Mechelen,0,1,A
B1,04/02/2024,Anderlecht,Gent,1,0,H
B1,04/02/2024,Cercle Brugge,St. Truiden,4,1,H
B1,04/05/2024,RWDM,Charleroi,1,3,A
B1,04/05/2024,KV Mechelen,Gent,2,4,A
B1,04/05/2024,Cercle Brugge,Genk,4,1,H
B1,04/08/2023,Standard Liege,Union St. Gilloise,0,1,A
B1,04/11/2023,OH Leuven,KVC Westerlo,0,2,A
B1,04/11/2023,RWDM,Kortrijk,1,1,D
B1,04/11/2023,Antwerp,Genk,3,2,H
B1,05/04/2024,KV Mechelen,St. Truiden,2,3,A
B1,05/05/2024,Antwerp,Club Brugge KV,1,2,A
B1,05/05/2024,OH Leuven,Standard Liege,3,1,H
