Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
D1,01/02/2026,Borussia Dortmund,1. FC Heidenheim,3,2,H
D1,01/02/2026,VfB Stuttgart,SC Freiburg,1,0,H
D1,01/03/2026,VfB Stuttgart,VfL Wolfsburg,4,0,H
D1,01/03/2026,Eintracht Frankfurt,SC Freiburg,2,0,H
D1,01/03/2026,Hamburger SV,RB Leipzig,1,2,A
D1,01/11/2025,1. FC Heidenheim,Eintracht Frankfurt,1,1,D
D1,01/11/2025,RB Leipzig,VfB Stuttgart,3,1,H
D1,01/11/2025,FSV Mainz 05,Werder Bremen,1,1,D
D1,01/11/2025,Bayern München,Bayer Leverkusen,3,0,H
D1,01/11/2025,FC St. Pauli,Borussia Mönchengladbach,0,4,A
D1,01/11/2025,Union Berlin,SC Freiburg,0,0,D
D1,02/11/2025,1. FC Köln,Hamburger SV,4,1,H
D1,02/11/2025,VfL Wolfsburg,1899 Hoffenheim,2,3,A
D1,03/10/2025,1899 Hoffenheim,1. FC Köln,0,1,A
D1,04/03/2026,Hamburger SV,Bayer Leverkusen,0,1,A
D1,04/04/2026,Borussia Mönchengladbach,1. FC Heidenheim,2,2,D
D1,04/04/2026,1899 Hoffenheim,FSV Mainz 05,1,2,A
D1,04/04/2026,VfB Stuttgart,Borussia Dortmund,0,2,A
D1,04/04/2026,Bayer Leverkusen,VfL Wolfsburg,6,3,H
D1,04/04/2026,Hamburger SV,FC Augsburg,1,1,D
D1,04/04/2026,SC Freiburg,Bayern München,2,3,A
D1,04/04/2026,Werder Bremen,RB Leipzig,1,2,A
D1,04/10/2025,Bayer Leverkusen,Union Berlin,2,0,H
D1,04/10/2025,Eintracht Frankfurt,Bayern München,0,3,A
D1,04/10/2025,FC Augsburg,VfL Wolfsburg,3,1,H
D1,04/10/2025,Werder Bremen,FC St. Pauli,1,0,H
D1,04/10/2025,Borussia Dortmund,RB Leipzig,1,1,D
D1,05/04/2026,Eintracht Frankfurt,1. FC Köln,2,2,D
D1,05/04/2026,Union Berlin,FC St. Pauli,1,1,D
D1,05/10/2025,VfB Stuttgart,1. FC Heidenheim,1,0,H
D1,05/10/2025,Hamburger SV,FSV Mainz 05,4,0,H
D1,05/10/2025,Borussia Mönchengladbach,SC Freiburg,0,0,D
D1,05/12/2025,FSV Mainz 05,Borussia Mönchengladbach,0,1,A
D1,06/02/2026,Union Berlin,Eintracht Frankfurt,1,1,D
D1,06/03/2026,Bayern München,Borussia Mönchengladbach,4,1,H
D1,06/12/2025,VfL Wolfsburg,Union Berlin,3,1,H
D1,06/12/2025,FC Augsburg,Bayer Leverkusen,2,0,H
D1,06/12/2025,VfB Stuttgart,Bayern München,0,5,A
D1,06/12/2025,1. FC Heidenheim,SC Freiburg,2,1,H
D1,06/12/2025,1. FC Köln,FC St. Pauli,1,1,D
D1,06/12/2025,RB Leipzig,Eintracht Frankfurt,6,0,H
D1,07/02/2026,1. FC Heidenheim,Hamburger SV,0,2,A
D1,07/02/2026,Borussia Mönchengladbach,Bayer Leverkusen,1,1,D
D1,07/02/2026,FC St. Pauli,VfB Stuttgart,2,1,H
D1,07/02/2026,FSV Mainz 05,FC Augsburg,2,0,H
D1,07/02/2026,VfL Wolfsburg,Borussia Dortmund,1,2,A
D1,07/02/2026,SC Freiburg,Werder Bremen,1,0,H
D1,07/03/2026,VfL Wolfsburg,Hamburger SV,1,2,A
D1,07/03/2026,SC Freiburg,Bayer Leverkusen,3,3,D
