Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E1,01/01/2014,Reading,Nott'm Forest,1,1,D
E1,01/01/2014,Sheffield Weds,Blackpool,2,0,H
E1,01/01/2014,Derby,Wigan,0,1,A
E1,01/01/2014,Bolton,Middlesbrough,2,2,D
E1,01/01/2014,Leeds,Blackburn,1,2,A
E1,01/01/2014,QPR,Doncaster,2,1,H
E1,01/01/2014,Ipswich,Charlton,1,1,D
E1,01/01/2014,Birmingham,Barnsley,1,1,D
E1,01/01/2014,Brighton,Bournemouth,1,1,D
E1,01/01/2014,Burnley,Huddersfield,3,2,H
E1,01/01/2014,Millwall,Leicester,1,3,A
E1,01/02/2014,Sheffield Weds,Barnsley,1,0,H
E1,01/02/2014,QPR,Burnley,3,3,D
E1,01/02/2014,Bournemouth,Leicester,0,1,A
E1,01/02/2014,Birmingham,Derby,3,3,D
E1,01/02/2014,Millwall,Reading,0,3,A
E1,01/02/2014,Wigan,Charlton,2,1,H
E1,01/02/2014,Leeds,Huddersfield,5,1,H
E1,01/02/2014,Blackburn,Blackpool,2,0,H
E1,01/02/2014,Doncaster,Middlesbrough,0,0,D
E1,01/02/2014,Ipswich,Bolton,1,0,H
E1,01/03/2014,Reading,Yeovil,1,1,D
E1,01/03/2014,Sheffield Weds,Middlesbrough,1,0,H
E1,01/03/2014,Nott'm Forest,Wigan,1,4,A
E1,01/03/2014,Millwall,Brighton,0,1,A
E1,01/03/2014,QPR,Leeds,1,1,D
E1,01/03/2014,Bolton,Blackburn,4,0,H
E1,01/03/2014,Huddersfield,Barnsley,5,0,H
E1,01/03/2014,Bournemouth,Doncaster,5,0,H
E1,01/03/2014,Leicester,Charlton,3,0,H
E1,01/03/2014,Burnley,Derby,2,0,H
E1,01/03/2014,Ipswich,Birmingham,1,0,H
E1,01/03/2014,Watford,Blackpool,4,0,H
E1,01/04/2014,Wigan,Leicester,2,2,D
E1,01/04/2014,Blackburn,Brighton,3,3,D
E1,01/04/2014,Leeds,Charlton,0,1,A
E1,01/10/2013,Blackpool,Bolton,0,0,D
E1,01/10/2013,Blackburn,Watford,1,0,H
E1,01/10/2013,Leeds,Bournemouth,2,1,H
E1,01/10/2013,Derby,Ipswich,4,4,D
E1,01/10/2013,Middlesbrough,Huddersfield,1,1,D
E1,01/10/2013,Barnsley,Reading,1,1,D
E1,01/10/2013,Charlton,Nott'm Forest,1,1,D
E1,01/10/2013,Doncaster,Burnley,0,2,A
E1,01/10/2013,Yeovil,Leicester,1,2,A
E1,01/10/2013,Brighton,Sheffield Weds,1,1,D
E1,01/10/2013,Birmingham,Millwall,4,0,H
E1,01/11/2013,Ipswich,Barnsley,1,1,D
E1,01/12/2013,Wigan,Derby,1,3,A
E1,02/02/2014,Nott'm Forest,Yeovil,3,1,H
E1,02/02/2014,Watford,Brighton,2,0,H
E1,02/11/2013,Birmingham,Charlton,0,1,A
E1,02/11/2013,Watford,Leicester,0,3,A
E1,02/11/2013,Bournemouth,Bolton,0,2,A
E1,02/11/2013,Millwall,Burnley,2,2,D
E1,02/11/2013,Wigan,Huddersfield,2,1,H
E1,02/11/2013,Nott'm Forest,Blackpool,0,1,A
E1,02/11/2013,Blackburn,Middlesbrough,1,0,H
E1,02/11/2013,QPR,Derby,2,1,H
E1,02/11/2013,Sheffield Weds,Reading,5,2,H
E1,02/11/2013,Doncaster,Brighton,1,3,A
E1,02/11/2013,Leeds,Yeovil,2,0,H
E1,03/05/2014,Leicester,Doncaster,1,0,H
E1,03/05/2014,Watford,Huddersfield,1,4,A
E1,03/05/2014,Reading,Burnley,2,2,D
E1,03/05/2014,Bolton,Birmingham,2,2,D
E1,03/05/2014,Millwall,Bournemouth,1,0,H
E1,03/05/2014,Leeds,Derby,1,1,D
E1,03/05/2014,Blackburn,Wigan,4,3,H
