Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SP2,01/03/2024,Sporting Gijon,Albacete,2,1,H
SP2,01/09/2023,Albacete,Valladolid,2,0,H
SP2,01/09/2023,Alcorcon,Racing Ferrol,1,1,D
SP2,01/10/2023,Valladolid,Burgos,3,0,H
SP2,01/10/2023,Zaragoza,Mirandes,0,1,A
SP2,01/10/2023,Eldense,Oviedo,1,3,A
SP2,01/10/2023,Huesca,Sporting Gijon,0,1,A
SP2,01/10/2023,Amorebieta,FC Cartagena,0,0,D
SP2,01/12/2023,Oviedo,Espanyol,2,0,H
SP2,02/02/2024,Elche,Burgos,2,0,H
SP2,02/03/2024,Burgos,FC Cartagena,3,0,H
SP2,02/03/2024,Oviedo,Levante,3,2,H
SP2,02/03/2024,Racing Ferrol,Racing Santander,2,2,D
SP2,02/03/2024,Espanyol,Huesca,0,0,D
SP2,02/03/2024,Eldense,Villarreal II,2,0,H
SP2,02/06/2024,Huesca,Levante,0,0,D
SP2,02/06/2024,Alcorcon,Burgos,1,1,D
SP2,02/06/2024,Espanyol,FC Cartagena,3,0,H
SP2,02/06/2024,Eibar,Oviedo,4,3,H
SP2,02/06/2024,Tenerife,Valladolid,2,1,H
SP2,02/06/2024,Mirandes,Amorebieta,1,0,H
SP2,02/06/2024,Villarreal II,Racing Santander,1,0,H
SP2,02/06/2024,Eldense,Sporting Gijon,0,1,A
SP2,02/06/2024,Zaragoza,Albacete,1,1,D
SP2,02/06/2024,Leganes,Elche,2,0,H
SP2,02/06/2024,FC Andorra,Racing Ferrol,1,0,H
SP2,02/09/2023,Levante,Oviedo,1,1,D
SP2,02/09/2023,Sporting Gijon,Burgos,2,1,H
SP2,02/09/2023,Villarreal II,FC Cartagena,1,2,A
SP2,02/09/2023,Elche,Racing Santander,1,1,D
SP2,02/10/2023,Espanyol,Racing Ferrol,3,0,H
SP2,02/12/2023,FC Cartagena,Sporting Gijon,1,0,H
SP2,02/12/2023,Zaragoza,Leganes,1,0,H
SP2,02/12/2023,Eldense,Tenerife,0,3,A
SP2,02/12/2023,Levante,Valladolid,2,1,H
SP2,03/02/2024,Tenerife,FC Andorra,0,0,D
SP2,03/02/2024,Leganes,Valladolid,0,0,D
SP2,03/02/2024,Mirandes,Villarreal II,3,0,H
