Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
B1,01/04/2013,Club Brugge KV,Standard Liege,0,2,A
B1,01/04/2013,Anderlecht,Genk,1,2,A
B1,01/09/2012,Lierse,OH Leuven,1,1,D
B1,01/09/2012,Charleroi,Gent,1,1,D
B1,01/09/2012,Zulte Waregem,Mons,2,4,A
B1,01/09/2012,KV Mechelen,Beerschot,0,2,A
B1,01/09/2012,SK Beveren,Cercle Brugge,2,0,H
B1,01/12/2012,Lierse,Mons,0,3,A
B1,01/12/2012,Charleroi,Kortrijk,2,0,H
B1,01/12/2012,OH Leuven,Gent,1,1,D
B1,01/12/2012,Anderlecht,Cercle Brugge,2,1,H
B1,01/12/2012,Club Brugge KV,KV Mechelen,1,1,D
B1,01/12/2012,Zulte Waregem,Beerschot,0,0,D
B1,02/02/2013,Kortrijk,KV Mechelen,2,1,H
B1,02/02/2013,Cercle Brugge,Zulte Waregem,1,2,A
B1,02/02/2013,Lierse,Lokeren,1,1,D
B1,02/02/2013,Mons,SK Beveren,3,0,H
B1,02/02/2013,OH Leuven,Charleroi,1,0,H
B1,02/02/2013,Gent,Beerschot,2,1,H
B1,02/09/2012,Anderlecht,Genk,2,2,D
B1,02/09/2012,Club Brugge KV,Standard Liege,4,2,H
B1,02/09/2012,Lokeren,Kortrijk,0,1,A
B1,02/12/2012,Lokeren,Genk,3,4,A
B1,02/12/2012,SK Beveren,Standard Liege,0,2,A
B1,03/02/2013,Anderlecht,Standard Liege,2,2,D
B1,03/02/2013,Genk,Club Brugge KV,4,1,H
B1,03/03/2013,Charleroi,Zulte Waregem,0,1,A
B1,03/05/2013,Zulte Waregem,Genk,0,4,A
B1,03/08/2012,Lierse,Standard Liege,0,0,D
B1,03/11/2012,Beerschot,SK Beveren,1,2,A
B1,03/11/2012,Gent,Genk,1,2,A
B1,03/11/2012,Mons,Cercle Brugge,3,2,H
B1,03/11/2012,Charleroi,Lokeren,0,2,A
B1,03/11/2012,Kortrijk,Lierse,4,1,H
B1,03/11/2012,KV Mechelen,Anderlecht,1,4,A
B1,04/05/2013,Mons,Gent,1,1,D
B1,04/05/2013,Charleroi,KV Mechelen,1,2,A
B1,04/05/2013,SK Beveren,OH Leuven,0,1,A
B1,04/05/2013,Kortrijk,Lierse,0,3,A
B1,04/08/2012,Charleroi,Club Brugge KV,0,1,A
B1,04/08/2012,Anderlecht,Beerschot,1,0,H
B1,04/08/2012,Lokeren,Mons,2,2,D
B1,04/08/2012,Cercle Brugge,Kortrijk,1,2,A
B1,04/08/2012,SK Beveren,KV Mechelen,0,0,D
B1,04/11/2012,Standard Liege,OH Leuven,2,0,H
B1,04/11/2012,Club Brugge KV,Zulte Waregem,0,1,A
B1,05/04/2013,Lokeren,Club Brugge KV,1,4,A
B1,05/05/2013,Anderlecht,Standard Liege,2,0,H
B1,05/05/2013,Club Brugge KV,Lokeren,2,1,H
B1,05/08/2012,OH Leuven,Genk,2,2,D
B1,05/08/2012,Zulte Waregem,Gent,3,1,H
B1,05/10/2012,Beerschot,Gent,2,2,D
B1,06/04/2013,Kortrijk,Gent,0,0,D
B1,06/04/2013,Mons,Lierse,2,1,H
